Authors,Author(s) ID,Title,Year,age,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Caesar, J., Alexander, L.V., Trewin, B., Tse-ring, K., Sorany, L., Vuniyayawa, V., Keosavang, N., Shimana, A., Htay, M.M., Karmacharya, J., Jayasinghearachchi, D.A., Sakkamart, J., Soares, E., Hung, L.T., Thuong, L.T., Hue, C.T., Dung, N.T.T., Hung, P.V., Cuong, H.D., Cuong, N.M., Sirabaha, S.",23007410400;55829111000;6602484429;37123185500;37122710500;37123183100;37122002900;37122875000;57188587423;22938510900;37090740300;37122869200;37122831600;37122003300;57189073825;37122082900;37121845200;37122111700;57156350500;37121803200;37122690300;,Changes in temperature and precipitation extremes over the Indo-Pacific region from 1971 to 2005,2011,6,International Journal of Climatology,31,6,,791,801,,79,10.1002/joc.2118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954588959&doi=10.1002%2fjoc.2118&partnerID=40&md5=196123565638eb670f6784ad37477c12,Article,Open Access,Scopus,2-s2.0-79954588959
"Taye, M.T., Ntegeka, V., Ogiramoi, N.P., Willems, P.",36338182400;25226774600;36624050900;35588131200;,Assessment of climate change impact on hydrological extremes in two source regions of the Nile River Basin,2011,6,Hydrology and Earth System Sciences,15,1,,209,222,,79,10.5194/hess-15-209-2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78951475290&doi=10.5194%2fhess-15-209-2011&partnerID=40&md5=babd4366670f251552a29c2efcb9ded5,Article,Open Access,Scopus,2-s2.0-78951475290
"Milanovich, J.R., Peterman, W.E., Nibbelink, N.P., Maerz, J.C.",15070709300;16317367800;6603294329;6603595837;,Projected loss of a salamander diversity hotspot as a consequence of projected global climate change,2010,7,PLoS ONE,5,8, e12189,,,,79,10.1371/journal.pone.0012189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957883782&doi=10.1371%2fjournal.pone.0012189&partnerID=40&md5=482f8bdea22be640dd0ad105d11bf93a,Article,Open Access,Scopus,2-s2.0-77957883782
"Brucet, S., Boix, D., Quintana, X.D., Jensen, E., Nathansen, L.W., Trochine, C., Meerhoff, M., Gascó, S., Jeppesen, E.",8219852100;9535898900;7004092785;16312172000;36086455100;8835856300;14016231000;36628303100;7005087752;,Factors influencing zooplankton size structure at contrasting temperatures in coastal shallow lakes: Implications for effects of climate change,2010,7,Limnology and Oceanography,55,4,,1697,1711,,79,10.4319/lo.2010.55.4.1697,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955643535&doi=10.4319%2flo.2010.55.4.1697&partnerID=40&md5=61b3103eb6650a11e328be017711bf52,Article,Open Access,Scopus,2-s2.0-77955643535
"O'Dwyer, J.P., Green, J.L.",26536493300;55463724300;,Field theory for biogeography: A spatially explicit model for predicting patterns of biodiversity,2010,7,Ecology Letters,13,1,,87,95,,79,10.1111/j.1461-0248.2009.01404.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72949094874&doi=10.1111%2fj.1461-0248.2009.01404.x&partnerID=40&md5=880c461d7207b7d944c12955598030ed,Article,Open Access,Scopus,2-s2.0-72949094874
"Pralle, S.B.",6507446552;,Agenda-setting and climate change,2009,8,Environmental Politics,18,5,,781,799,,79,10.1080/09644010903157115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950747578&doi=10.1080%2f09644010903157115&partnerID=40&md5=fa2820bab4b90fd6775cab0d0e6e9a54,Article,Open Access,Scopus,2-s2.0-77950747578
"Mieog, J.C., Olsen, J.L., Berkelmans, R., Bleuler-Martinez, S.A., Willis, B.L., van Oppen, M.J.H.",22985672400;7403255589;6603545385;29067485300;7101749421;7003490287;,"The roles and interactions of symbiont, host and environment in defining coral fitness",2009,8,PLoS ONE,4,7, e6364,,,,79,10.1371/journal.pone.0006364,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749147580&doi=10.1371%2fjournal.pone.0006364&partnerID=40&md5=ac2befd0fd5040f565d60cf52cac5b7b,Article,Open Access,Scopus,2-s2.0-67749147580
"Déry, S.J., Stahl, K., Moore, R.D., Whitfield, P.H., Menounos, B., Burford, J.E.",7003541903;57203083513;7404935762;7006689358;6603256509;7003376335;,"Detection of runoff timing changes in pluvial, nival, and glacial rivers of western Canada",2009,8,Water Resources Research,45,4, W04426,,,,79,10.1029/2008WR006975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65449166934&doi=10.1029%2f2008WR006975&partnerID=40&md5=39a74e8d05807a508fde50fe31c0ccef,Article,Open Access,Scopus,2-s2.0-65449166934
"Rothermel, B.B., Walls, S.C., Mitchell, J.C., Dodd Jr., C.K., Irwin, L.K., Green, D.E., Vazquez, V.M., Petranka, J.W., Stevenson, D.J.",6701697436;7003554955;8052578100;7102822686;36773382200;57191273518;25654356900;7003459532;56224986900;,Widespread occurrence of the amphibian chytrid fungus Batrachochytrium dendrobatidis in the southeastern USA,2008,9,Diseases of Aquatic Organisms,82,1,,3,18,,79,10.3354/dao01974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56649087940&doi=10.3354%2fdao01974&partnerID=40&md5=6ce247ed5ab72b4921a3aee4f3e0b1b7,Article,Open Access,Scopus,2-s2.0-56649087940
"Lee, H.L., Stenseth, N.Chr.",22333938100;16040160500;,The rise and fall of species: Implications for macroevolutionary and macroecological studies,2007,10,Proceedings of the Royal Society B: Biological Sciences,274,1626,,2745,2752,,79,10.1098/rspb.2007.1006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048862263&doi=10.1098%2frspb.2007.1006&partnerID=40&md5=cca1ce7e2a6bc6f3c1a61385475cab65,Article,Open Access,Scopus,2-s2.0-35048862263
"Hurtado-Díaz, M., Riojas-Rodríguez, H., Rothenberg, S.J., Gomez-Dantés, H., Cifuentes, E.",23018798500;6507352648;35429796700;57202555692;7003927131;,Short communication: Impact of climate variability on the incidence of dengue in Mexico,2007,10,Tropical Medicine and International Health,12,11,,1327,1337,,79,10.1111/j.1365-3156.2007.01930.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549019567&doi=10.1111%2fj.1365-3156.2007.01930.x&partnerID=40&md5=0c6203040d854e5603486aba95e9d93f,Article,Open Access,Scopus,2-s2.0-36549019567
"Anisimov, O.A.",55702353700;,Potential feedback of thawing permafrost to the global climate system through methane emission,2007,10,Environmental Research Letters,2,4,45016,,,,79,10.1088/1748-9326/2/4/045016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649013895&doi=10.1088%2f1748-9326%2f2%2f4%2f045016&partnerID=40&md5=5c539eb04f6f4f5927b930173d1c7462,Article,Open Access,Scopus,2-s2.0-37649013895
"Bohn, T.J., Lettenmaier, D.P., Sathulur, K., Bowling, L.C., Podest, E., McDonald, K.C., Friborg, T.",23102247400;7006616050;35793105600;7003799863;7801404240;7202491483;56275690000;,Methane emissions from western Siberian wetlands: Heterogeneity and sensitivity to climate change,2007,10,Environmental Research Letters,2,4,45015,,,,79,10.1088/1748-9326/2/4/045015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649022439&doi=10.1088%2f1748-9326%2f2%2f4%2f045015&partnerID=40&md5=383c4e3bcb50ec7e95d8e80d6139eda2,Article,Open Access,Scopus,2-s2.0-37649022439
"Yashayaev, I., Bersch, M., van Aken, H.M.",6602193374;6701401553;7202279291;,Spreading of the Labrador Sea Water to the Irminger and Iceland basins,2007,10,Geophysical Research Letters,34,10, L10602,,,,79,10.1029/2006GL028999,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250218187&doi=10.1029%2f2006GL028999&partnerID=40&md5=6212c793fe18a48571a042d2f8326d4b,Article,Open Access,Scopus,2-s2.0-34250218187
"Thadathil, P., Muraleedharan, P.M., Rao, R.R., Somayajulu, Y.K., Reddy, G.V., Revichandran, C.",6602641577;6603801892;26768049200;6602814883;7402668510;23061147500;,Observed seasonal variability of barrier layer in the Bay of Bengal,2007,10,Journal of Geophysical Research: Oceans,112,2, C02009,,,,79,10.1029/2006JC003651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047129231&doi=10.1029%2f2006JC003651&partnerID=40&md5=0661c8cbd8d3b2a93c8eb6af01e01eb5,Article,Open Access,Scopus,2-s2.0-34047129231
"Haslett, J., Whiley, M., Bhattacharya, S., Salter-Townshend, M., Wilson, S.P., Allen, J.R.M., Huntley, B., Mitchell, F.J.G.",7006164035;6507703232;55353107300;55317258900;7404786346;7406424704;7006755089;7102937933;,Bayesian palaeoclimate reconstruction,2006,11,Journal of the Royal Statistical Society. Series A: Statistics in Society,169,3,,395,438,,79,10.1111/j.1467-985X.2006.00429.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745037016&doi=10.1111%2fj.1467-985X.2006.00429.x&partnerID=40&md5=902f1bf2d8eb81b21e258e352f515569,Article,Open Access,Scopus,2-s2.0-33745037016
"Nagelkerken, I., Munday, P.L.",7003724825;7005838893;,Animal behaviour shapes the ecological effects of ocean acidification and warming: Moving from individual to community-level responses,2016,1,Global Change Biology,22,3,,974,989,,78,10.1111/gcb.13167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954329533&doi=10.1111%2fgcb.13167&partnerID=40&md5=6c4669f2c171218bc552ee1348cfea13,Article,Open Access,Scopus,2-s2.0-84954329533
"Evans, J., Karvonen, A.",35407131000;36606265700;,'Give Me a Laboratory and I Will Lower Your Carbon Footprint!' - Urban Laboratories and the Governance of Low-Carbon Futures,2014,3,International Journal of Urban and Regional Research,38,2,,413,430,,78,10.1111/1468-2427.12077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894581994&doi=10.1111%2f1468-2427.12077&partnerID=40&md5=612c2fdfa87224316c075b3711d87f80,Article,Open Access,Scopus,2-s2.0-84894581994
"Jeppesen, E., Meerhoff, M., Davidson, T.A., Trolle, D., Søndergaard, M., Lauridsen, T.L., Beklioǧlu, M., Brucet, S., Volta, P., González-Bergonzoni, I., Nielsen, A.",7005087752;14016231000;7103293305;24466921300;7005422175;6701461957;6603923669;8219852100;16023611800;26433451900;57164340300;,"Climate change impacts on lakes: An integrated ecological perspective based on a multi-faceted approach, with special focus on shallow lakes",2014,3,Journal of Limnology,73,1 SUPPL,,88,111,,78,10.4081/jlimnol.2014.844,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901934334&doi=10.4081%2fjlimnol.2014.844&partnerID=40&md5=c8b73f074281e367d6cee951afc012e3,Article,Open Access,Scopus,2-s2.0-84901934334
"Mora, C., Wei, C.-L., Rollo, A., Amaro, T., Baco, A.R., Billett, D., Bopp, L., Chen, Q., Collier, M., Danovaro, R., Gooday, A.J., Grupe, B.M., Halloran, P.R., Ingels, J., Jones, D.O.B., Levin, L.A., Nakano, H., Norling, K., Ramirez-Llodra, E., Rex, M., Ruhl, H.A., Smith, C.R., Sweetman, A.K., Thurber, A.R., Tjiputra, J.F., Usseglio, P., Watling, L., Wu, T., Yasuhara, M.",7102104617;35212165500;14026029000;8603227300;6603241474;6701845419;6603699075;23026715600;7101625995;7004303561;7003460375;12446272400;24074350700;14824877100;56134408700;7202247083;7404450233;6506847990;6506434915;7005595105;7005369380;7501648696;23988071600;9248565000;16403404400;8538162700;7003446352;7404815507;7102069020;,Biotic and Human Vulnerability to Projected Changes in Ocean Biogeochemistry over the 21st Century,2013,4,PLoS Biology,11,10, e1001682,,,,78,10.1371/journal.pbio.1001682,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886609315&doi=10.1371%2fjournal.pbio.1001682&partnerID=40&md5=ff751f078b66de9f28a95c6df68d24bf,Article,Open Access,Scopus,2-s2.0-84886609315
"Zhang, X., Wan, H., Zwiers, F.W., Hegerl, G.C., Min, S.-K.",56005684100;36166123900;7004861251;57203054070;57192273006;,Attributing intensification of precipitation extremes to human influence,2013,4,Geophysical Research Letters,40,19,,5252,5257,,78,10.1002/grl.51010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885350520&doi=10.1002%2fgrl.51010&partnerID=40&md5=fccad07d092fa31451425d41dbb84448,Article,Open Access,Scopus,2-s2.0-84885350520
"Schneider, C., Laizé, C.L.R., Acreman, M.C., Flörke, M.",55697254400;56034353300;7004199438;16205297300;,How will climate change modify river flow regimes in Europe?,2013,4,Hydrology and Earth System Sciences,17,1,,325,339,,78,10.5194/hess-17-325-2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879076827&doi=10.5194%2fhess-17-325-2013&partnerID=40&md5=3fedf15732e8528026915480163f81c5,Article,Open Access,Scopus,2-s2.0-84879076827
"Krishna Moorthy, K., Suresh Babu, S., Manoj, M.R., Satheesh, S.K.",35577097300;25926681100;55653573700;6701689811;,Buildup of aerosols over the Indian Region,2013,4,Geophysical Research Letters,40,5,,1011,1014,,78,10.1002/grl.50165,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876795911&doi=10.1002%2fgrl.50165&partnerID=40&md5=7047ddca764fc700a0513367ff144793,Article,Open Access,Scopus,2-s2.0-84876795911
"Cinner, J.E., Huchery, C., Darling, E.S., Humphries, A.T., Graham, N.A., Hicks, C.C., Marshall, N., McClanahan, T.R.",6507148162;16052604700;25947394300;37561405300;8503393500;34871928000;56190024500;7005454038;,Evaluating social and ecological vulnerability of coral reef fisheries to climate change.,2013,4,PloS one,8,9,,,,,78,10.1371/journal.pone.0074321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897877813&doi=10.1371%2fjournal.pone.0074321&partnerID=40&md5=814491828ee3b42b35ffe3acf94aaba1,Article,Open Access,Scopus,2-s2.0-84897877813
"Deslippe, J.R., Hartmann, M., Simard, S.W., Mohn, W.W.",8632594800;56914703000;7004999737;7005723715;,Long-term warming alters the composition of Arctic soil microbial communities,2012,5,FEMS Microbiology Ecology,82,2,,303,315,,78,10.1111/j.1574-6941.2012.01350.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867713649&doi=10.1111%2fj.1574-6941.2012.01350.x&partnerID=40&md5=7cba210752aa7205b25ddf87aee80bbd,Article,Open Access,Scopus,2-s2.0-84867713649
"Gentine, P., D'Odorico, P., Lintner, B.R., Sivandran, G., Salvucci, G.",19639722300;7004259223;35612769500;35771755300;7003687159;,"Interdependence of climate, soil, and vegetation as constrained by the Budyko curve",2012,5,Geophysical Research Letters,39,19, L19404,,,,78,10.1029/2012GL053492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867504508&doi=10.1029%2f2012GL053492&partnerID=40&md5=298aa5cc73bb21ebfd99b55fbc2e6e81,Article,Open Access,Scopus,2-s2.0-84867504508
"Downie, H., Holden, N., Otten, W., Spiers, A.J., Valentine, T.A., Dupuy, L.X.",23977500800;7006396326;7004465787;7102747940;7004839186;12244464900;,Transparent Soil for Imaging the Rhizosphere,2012,5,PLoS ONE,7,9, e44276,,,,78,10.1371/journal.pone.0044276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866277464&doi=10.1371%2fjournal.pone.0044276&partnerID=40&md5=cd3dc45e681b7a05b6dd4a831d223243,Article,Open Access,Scopus,2-s2.0-84866277464
"Zanobetti, A., O'Neill, M.S., Gronlund, C.J., Schwartz, J.D.",6701354130;8624810200;34868103400;55729331400;,Summer temperature variability and long-term survival among elderly people with chronic disease,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,17,,6608,6613,,78,10.1073/pnas.1113070109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860129999&doi=10.1073%2fpnas.1113070109&partnerID=40&md5=2f5371976f735ffe701a33cdec1f62db,Article,Open Access,Scopus,2-s2.0-84860129999
"Stralberg, D., Brennan, M., Callaway, J.C., Wood, J.K., Schile, L.M., Jongsomjit, D., Kelly, M., Parker, V.T., Crooks, S.",25643534300;57198105506;35493132900;35182264400;8514039000;34869838200;7403315325;7103006674;7005955003;,Evaluating Tidal Marsh Sustainability in the Face of Sea-Level Rise: A Hybrid Modeling Approach Applied to San Francisco Bay,2011,6,PLoS ONE,6,11, e27388,,,,78,10.1371/journal.pone.0027388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858759146&doi=10.1371%2fjournal.pone.0027388&partnerID=40&md5=43c363efed907067480167e30f8e0de4,Article,Open Access,Scopus,2-s2.0-84858759146
"Fay, P.A., Blair, J.M., Smith, M.D., Nippert, J.B., Carlisle, J.D., Knapp, A.K.",7101839807;7203040256;8947893100;6505960770;7006289171;7102421547;,Relative effects of precipitation variability and warming on tallgrass prairie ecosystem function,2011,6,Biogeosciences,8,10,,3053,3068,,78,10.5194/bg-8-3053-2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80455131217&doi=10.5194%2fbg-8-3053-2011&partnerID=40&md5=88c4db3804ea1567c6ffc0a1aee9ac0a,Article,Open Access,Scopus,2-s2.0-80455131217
"Kaschner, K., Tittensor, D.P., Ready, J., Gerrodette, T., Worm, B.",14054167000;18038937500;14018480200;56341656300;6701786317;,Current and future patterns of global marine mammal biodiversity,2011,6,PLoS ONE,6,5, e19653,,,,78,10.1371/journal.pone.0019653,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956351623&doi=10.1371%2fjournal.pone.0019653&partnerID=40&md5=2323c6b252abfcb2b45c4c7d1fd2a25f,Article,Open Access,Scopus,2-s2.0-79956351623
"Kingston, D.G., Thompson, J.R., Kite, G.",13205714100;55551610200;56250755000;,Uncertainty in climate change projections of discharge for the Mekong River Basin,2011,6,Hydrology and Earth System Sciences,15,5,,1459,1471,,78,10.5194/hess-15-1459-2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956077560&doi=10.5194%2fhess-15-1459-2011&partnerID=40&md5=fb9200a43eacd59491d32abb06a60ce9,Article,Open Access,Scopus,2-s2.0-79956077560
"Rohde, A., Bastien, C., Boerjan, W.",38862775800;7003660824;7003915891;,Temperature signals contribute to the timing of photoperiodic growth cessation and bud set in poplar,2011,6,Tree Physiology,31,5,,472,482,,78,10.1093/treephys/tpr038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958185477&doi=10.1093%2ftreephys%2ftpr038&partnerID=40&md5=9ac28ed277fbfbb4c7f04adc00716915,Article,Open Access,Scopus,2-s2.0-79958185477
"Sherwood, O.A., Lehmann, M.F., Schubert, C.J., Scott, D.B., McCarthy, M.D.",9245520500;35618183400;57203068986;7404952525;7402061118;,Nutrient regime shift in the western North Atlantic indicated by compound-specific δ15N of deep-sea gorgonian corals,2011,6,Proceedings of the National Academy of Sciences of the United States of America,108,3,,1011,1015,,78,10.1073/pnas.1004904108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551617170&doi=10.1073%2fpnas.1004904108&partnerID=40&md5=e982cd1d9ecd404b403f97b00b4c2714,Article,Open Access,Scopus,2-s2.0-79551617170
"Jabeen, H., Johnson, C., Allen, A.",36613183400;13405704500;7402802360;,Built-in resilience: Learning from grassroots coping strategies for climate variability,2010,7,Environment and Urbanization,22,2,,415,431,,78,10.1177/0956247810379937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049523249&doi=10.1177%2f0956247810379937&partnerID=40&md5=94d1edbd7ddcadd21a02078c85c00572,Article,Open Access,Scopus,2-s2.0-78049523249
"Patt, A.G., Tadross, M., Nussbaumer, P., Asante, K., Metzger, M., Rafael, J., Goujon, A., Brundrit, G.",6602116185;8951681900;24802453800;6602773809;9635593100;36017574800;23987452800;6601964822;,Estimating least-developed countries' vulnerability to climate-related extreme events over the next 50 years,2010,7,Proceedings of the National Academy of Sciences of the United States of America,107,4,,1333,1337,,78,10.1073/pnas.0910253107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76549124806&doi=10.1073%2fpnas.0910253107&partnerID=40&md5=ccb56959b0973ef997a370fb3f0bb54d,Article,Open Access,Scopus,2-s2.0-76549124806
