Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,citescore2017,DOI,Link,Document Type,Access Type,Source,EID
"Toniazzo, T.",6507501796;,A study of the sensitivity of ENSO to the mean climate,2006,Advances in Geosciences,6,,,111,118,,7,,10.5194/adgeo-6-111-2006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646350299&doi=10.5194%2fadgeo-6-111-2006&partnerID=40&md5=97c5107a570ea7d7d2d9d9c5a0eb21f9,Article,Open Access,Scopus,2-s2.0-33646350299
"Hwang, A.H.S., Valeo, C., Draper, D.",15062879900;6603580234;36775288800;,Public Perceptions and Attitudes Toward Stormwater Recycling for Irrigation,2006,Canadian Water Resources Journal,31,3,,185,196,,7,,10.4296/cwrj3103185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750976982&doi=10.4296%2fcwrj3103185&partnerID=40&md5=0fd9a66dda5f189e47dc5219e88f5dc3,Article,Open Access,Scopus,2-s2.0-33750976982
"Nihashi, S., Cavalieri, D.J.",7801637507;57202245029;,Observational evidence of a hemispheric-wide ice-ocean albedo feedback effect on Antarctic sea-ice decay,2006,Journal of Geophysical Research: Oceans,111,12, C12001,,,,6,,10.1029/2005JC003447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447526441&doi=10.1029%2f2005JC003447&partnerID=40&md5=0ca707da8b0f56af78e6f49481b10033,Article,Open Access,Scopus,2-s2.0-34447526441
"Qian, W., Yu, Z., Zhu, Y.",7201831326;7404346665;7406069824;,Spatial and temporal variability of precipitation in East China from 1880 to 1999,2006,Climate Research,32,3,,209,218,,6,,10.3354/cr032209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751574218&doi=10.3354%2fcr032209&partnerID=40&md5=95a608f991c197d33b725cd09c911e8d,Article,Open Access,Scopus,2-s2.0-33751574218
"Xiong, S., Jiang, W., Liu, T.",7202791591;55483611400;7405912762;,Mega-pulses and megacycles in East Asian monsoon variations recorded in chinese loess-red clay magnetic susceptibility,2006,Geophysical Research Letters,33,18, L18702,,,,6,,10.1029/2006GL027842,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549179416&doi=10.1029%2f2006GL027842&partnerID=40&md5=00a9fc5e5a2b41c99d07fdf0b931c287,Article,Open Access,Scopus,2-s2.0-38549179416
"Hashiguchi, N.O., Yamanaka, M.D., Ogino, S.-Y., Shiotani, M., Sribimawati, T.",15755800000;7201926991;7102006335;7006165316;6602272789;,Seasonal and interannual variations of temperature in the tropical tropopause layer (TTL) over Indonesia based on operational rawinsonde data during 1992-1999,2006,Journal of Geophysical Research Atmospheres,111,15, D15110,,,,6,,10.1029/2005JD006501,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845963122&doi=10.1029%2f2005JD006501&partnerID=40&md5=68ec72d6bc43172ccf3a6175b3f087d6,Article,Open Access,Scopus,2-s2.0-33845963122
"Senjyu, T.",7004938206;,Spatiotemporal variability of interdecadal sea level oscillations in the North Pacific,2006,Journal of Geophysical Research: Oceans,111,7, C07022,,,,6,,10.1029/2005JC003053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846127775&doi=10.1029%2f2005JC003053&partnerID=40&md5=4d8253165c6dd80270c99cc39bc23775,Article,Open Access,Scopus,2-s2.0-33846127775
"Hahn, S., Reinhardt, K.",7401984630;57204306848;,Habitat preference and reproductive traits in the Antarctic midge Parochlus steinenii (Diptera: Chironomidae),2006,Antarctic Science,18,2,,175,181,,6,,10.1017/S0954102006000204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744952994&doi=10.1017%2fS0954102006000204&partnerID=40&md5=9b7df146bce6e34cb305772de05ee3a3,Article,Open Access,Scopus,2-s2.0-33744952994
"Holder, C., Boyles, R., Robinson, P., Raman, S., Fishel, G.",14012162900;8591179400;57191449812;7201483914;14038698200;,Calculating a daily normal temperature range that reflects daily temperature variability,2006,Bulletin of the American Meteorological Society,87,6,,769,774,,6,,10.1175/BAMS-87-6-769,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745963006&doi=10.1175%2fBAMS-87-6-769&partnerID=40&md5=a87617b40cc265d953d1517581b45df0,Article,Open Access,Scopus,2-s2.0-33745963006
"Mathias, M.L., Nunes, A.C., Marques, C.C., Auffray, J.-C., Britton-Davidian, J., Ganem, G., Gündüz, I., Ramalhinho, M.G., Searle, J.B., Speakman, J.R.",7005378992;35591937800;15765570400;7007054202;7003601082;7004877653;8519644700;6603312480;7102976955;7102300657;,"Effects of climate on oxygen consumption and energy intake of chromosomally divergent populations of the House Mouse (Mus musculus domesticus) from the island of Madeira (North Atlantic, Portugal)",2006,Functional Ecology,20,2,,330,339,,6,,10.1111/j.1365-2435.2006.01091.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646558907&doi=10.1111%2fj.1365-2435.2006.01091.x&partnerID=40&md5=92d6e883b9877939f19e500d1e3ed5c2,Article,Open Access,Scopus,2-s2.0-33646558907
"Benkovitz, C.M., Schwartz, S.E., Jensen, M.P., Miller, M.A.",6701743200;55207447000;57198616562;55740664200;,Attribution of modeled atmospheric sulfate and SO<inf>2</inf> in the Northern Hemisphere for June-July 1997,2006,Atmospheric Chemistry and Physics,6,12,,4723,4738,,6,,10.5194/acp-6-4723-2006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750362645&doi=10.5194%2facp-6-4723-2006&partnerID=40&md5=2effcadea8da41aaa98f823c607d2424,Article,Open Access,Scopus,2-s2.0-33750362645
"Kitabata, H., Nishizawa, K., Yoshida, Y., Maruyama, K.",15053503500;8299300000;55651618900;9537242600;,Permafrost thawing in circum-arctic and highlands under climatic change scenario projected by Community Climate System Model (CCSM3),2006,Scientific Online Letters on the Atmosphere,2,,,53,56,,6,,10.2151/sola.2006-014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017046676&doi=10.2151%2fsola.2006-014&partnerID=40&md5=57564f92292b9f2dc4705e00d4b66919,Article,Open Access,Scopus,2-s2.0-85017046676
"Strong, C., Davis, R.E.",35612968400;7410188099;,Temperature-related trends in the vertical position of the summer upper tropospheric surface of maximum wind over the Northern Hemisphere,2006,International Journal of Climatology,26,14,,1977,1997,,5,,10.1002/joc.1344,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37849186207&doi=10.1002%2fjoc.1344&partnerID=40&md5=e774a2edaa55ac9a84872060d9c158e2,Article,Open Access,Scopus,2-s2.0-37849186207
"Jupp, T.E., Twiss, S.D.",56633662100;7004045628;,A physically motivated index of subgrid-scale pattern,2006,Journal of Geophysical Research Atmospheres,111,19, D19112,,,,5,,10.1029/2006JD007343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547993373&doi=10.1029%2f2006JD007343&partnerID=40&md5=b45ca8f9fd227a52cfe07974cd27ea99,Article,Open Access,Scopus,2-s2.0-34547993373
"Montabone, L., Lewis, S.R., Read, P.L., Withers, P.",14825399600;55366396600;7102322882;7102893325;,Reconstructing the weather on Mars at the time of the MERs and Beagle 2 landings,2006,Geophysical Research Letters,33,19, L19202,,,,5,,10.1029/2006GL026565,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047233359&doi=10.1029%2f2006GL026565&partnerID=40&md5=ca95e5ea43be95e6ba262742ef352d4e,Article,Open Access,Scopus,2-s2.0-34047233359
"Caminade, C., Terray, L.",12765389800;6701659989;,Influence of increased greenhouse gases and sulphate aerosols concentration upon diurnal temperature range over Africa at the end of the 20th century,2006,Geophysical Research Letters,33,15, L15703,,,,5,,10.1029/2006GL026381,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845664829&doi=10.1029%2f2006GL026381&partnerID=40&md5=3dde5d92c7243e78ff199535fb9d94e1,Article,Open Access,Scopus,2-s2.0-33845664829
"Shin, H.-J., Chung, I.-U., Kim, H.-J., Kim, J.-W.",36837572400;7201868003;34770459800;22634596000;,Global energy cycle between land and ocean in the simulated 20th century climate systems,2006,Geophysical Research Letters,33,14, L14702,,,,5,,10.1029/2006GL025977,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845646723&doi=10.1029%2f2006GL025977&partnerID=40&md5=09757b85d2db8c3e31b74de418a0f25e,Article,Open Access,Scopus,2-s2.0-33845646723
"Dukhovskoy, D., Johnson, M., Proshutinsky, A.",6507280720;55574222934;6603573706;,Arctic decadal variability from an idealized atmosphere-ice-ocean model: 2. Simulation of decadal oscillations,2006,Journal of Geophysical Research: Oceans,111,6, C06029,,,,5,,10.1029/2004JC002820,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905487320&doi=10.1029%2f2004JC002820&partnerID=40&md5=4d0763d434f04922de547ab11ae2a42b,Article,Open Access,Scopus,2-s2.0-84905487320
"Zhang, R.-H., DeWitt, D.G.",7404865693;7101912546;,Response of tropical Pacific interannual variability to decadal entrainment temperature change in a hybrid coupled model,2006,Geophysical Research Letters,33,8, L08611,,,,5,,10.1029/2005GL025286,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745473099&doi=10.1029%2f2005GL025286&partnerID=40&md5=31314edb68ba454d5d07099bef605a14,Article,Open Access,Scopus,2-s2.0-33745473099
"Burgess, A.B., Graiger, R.G., Dudhia, A.",8341670900;13610163200;6701389765;,Zonal mean atmospheric distribution of sulphur hexaflouride (SF6),2006,Geophysical Research Letters,33,7, L07809,,,,5,,10.1029/2005GL025410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646844651&doi=10.1029%2f2005GL025410&partnerID=40&md5=d8cdfbbc897e759651dda21b80922ffa,Article,Open Access,Scopus,2-s2.0-33646844651
"Roscoe, H.K., Marshall, G.J., King, J.C.",7003871110;7402287546;55636317306;,Low potential for stratospheric dynamical change to be implicated in the large winter warming in the central Antarctic Peninsula,2006,Quarterly Journal of the Royal Meteorological Society,132,616,,803,820,,5,,10.1256/qj.05.81,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745017902&doi=10.1256%2fqj.05.81&partnerID=40&md5=3f6606e9ec71321b8f8965d93347708c,Article,Open Access,Scopus,2-s2.0-33745017902
"Aron, J.L.",57197167064;,Barriers to use of geospatial data for adaptation to climate change and variability: case studies in public health.,2006,Geospatial health,1,1,,11,16,,5,,10.4081/gh.2006.277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54449089809&doi=10.4081%2fgh.2006.277&partnerID=40&md5=2be16b8e9924b22f4ae847d27ae50780,Article,Open Access,Scopus,2-s2.0-54449089809
"Khokhlov, V.N., Glushkov, A.V., Loboda, N.S.",36953727700;16434502700;6602551257;,On the nonlinear interaction between global teleconnection patterns,2006,Quarterly Journal of the Royal Meteorological Society,132,615,,447,465,,5,,10.1256/qj.05.05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645497906&doi=10.1256%2fqj.05.05&partnerID=40&md5=f4edd9149c5a9243f8b10c6b87f674d9,Article,Open Access,Scopus,2-s2.0-33645497906
"Sager, E.P.S., Hutchinson, T.C.",7003817918;7101640586;,"Responses of secondary chemicals in sugar maple (Acer saccharum) seedlings to UV-B, springtime warming and nitrogen additions",2006,Tree Physiology,26,10,,1351,1361,,5,,10.1093/treephys/26.10.1351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750722820&doi=10.1093%2ftreephys%2f26.10.1351&partnerID=40&md5=7ba4c2097b5a5f4d1d093c4224626798,Article,Open Access,Scopus,2-s2.0-33750722820
"Cheng, P., Wilson, R.E.",55434335100;8286086900;,Temporal variability of vertical nontidal circulation pattern in a partially mixed estuary: Comparison of self-organizing map and empirical orthogonal functions,2006,Journal of Geophysical Research: Oceans,111,12, C12021,,,,4,,10.1029/2005JC003241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447532112&doi=10.1029%2f2005JC003241&partnerID=40&md5=dd967a4faa0d6084f10117992c57ca27,Article,Open Access,Scopus,2-s2.0-34447532112
"Binbol, N.L., Adebayo, A.A., Kwon-Ndung, E.H.",15119248800;57197056635;6505739778;,"Influence of climatic factors on the growth and yield of sugar cane at Numan, Nigeria",2006,Climate Research,32,3,,247,252,,4,,10.3354/cr032247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751572613&doi=10.3354%2fcr032247&partnerID=40&md5=f3784e30964392f623a74a2589eeebfb,Article,Open Access,Scopus,2-s2.0-33751572613
"Yoshida, Y.",35434245600;,Development of air conditioning technologies to reduce CO2 emissions in the commercial sector,2006,Carbon Balance and Management,1,1,12,,,,4,,10.1186/1750-0680-1-12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248382838&doi=10.1186%2f1750-0680-1-12&partnerID=40&md5=cb153319408debebda0394463286df0b,Article,Open Access,Scopus,2-s2.0-34248382838
"Fotiadi, A., Hatzianastassiou, N., Stackhouse, P.W., Matsoukas, C., Drakakis, E., Pavlakis, K.G., Hatzidimitriou, D., Vardavas, I.",15841350300;8670213100;55665366600;6507681572;7004639116;6603395511;6602137840;6701796418;,Spatial and temporal distribution of long-term short-wave surface radiation over Greece,2006,Quarterly Journal of the Royal Meteorological Society,132,621,,2693,2718,,4,,10.1256/qj.05.163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846892481&doi=10.1256%2fqj.05.163&partnerID=40&md5=003c3580cd6a154fc2bc93b18c59656f,Article,Open Access,Scopus,2-s2.0-33846892481
"Grassi, B., Redaelli, G., Visconti, G.",7005206100;7003961021;7006784145;,A physical mechanism of the atmospheric response over Antarctica to decadal trends in tropical SST,2006,Geophysical Research Letters,33,17, L17814,,,,4,,10.1029/2006GL026509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845654346&doi=10.1029%2f2006GL026509&partnerID=40&md5=054ea1dbde541d1977c54f82b6948ed7,Article,Open Access,Scopus,2-s2.0-33845654346
"Barnsley, I.",14061669700;,"Dealing with change: Australia, Canada and the Kyoto Protocol to the Framework Convention on Climate Change",2006,Round Table,95,385,,399,410,,4,,10.1080/00358530600748358,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746967567&doi=10.1080%2f00358530600748358&partnerID=40&md5=6635dc5e85bd9582579c6cc974b6d3d8,Article,Open Access,Scopus,2-s2.0-33746967567
"Feng, Q., Liu, W., Yanwu, Z., Jianhua, S., Yonghong, S., Qiang, C.Z., Haiyang, X.",56004333300;36078712200;6506872061;8647862900;8647863000;12775714200;8647863300;,Effect of climatic changes and human activity on soil carbon in desertified regions of China,2006,"Tellus, Series B: Chemical and Physical Meteorology",58,2,,117,128,,4,,10.1111/j.1600-0889.2006.00169.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644860331&doi=10.1111%2fj.1600-0889.2006.00169.x&partnerID=40&md5=248284fe71bc482186ec731df3003d9d,Article,Open Access,Scopus,2-s2.0-33644860331
"Ellis, A.W., Brommer, D.M., Balling Jr., R.C.",35336469700;6505626557;7102948268;,"Climatic conditions linked to high PM<inf>10</inf> concentration in a bi-national airshed: Nogales (Arizona, USA, and Sonora, Mexico)",2006,Climate Research,30,2,,113,124,,4,,10.3354/cr030113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645276281&doi=10.3354%2fcr030113&partnerID=40&md5=f2cd4b66d647f0b9642e6777208ac56d,Article,Open Access,Scopus,2-s2.0-33645276281
"Hedfors, J., Aldahan, A., Kulan, A., Possnert, G., Karlsson, K.-G., Vintersved, I.",12781521700;7003772221;13611202300;56235579400;7201472576;6602775390;,Clouds and &lt;sup&gt;7&lt;/sup&gt;Be: Perusing connections between cosmic rays and climate,2006,Journal of Geophysical Research Atmospheres,111,2, D02208,,,,4,,10.1029/2005JD005903,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644932640&doi=10.1029%2f2005JD005903&partnerID=40&md5=8662e4e8238e34a46b52bc409d52e643,Article,Open Access,Scopus,2-s2.0-33644932640
"Roy, S.S.",7404587604;,Impact of lunar cycle on the precipitation in India,2006,Geophysical Research Letters,33,1,,,,,4,,10.1029/2005GL024771,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644626381&doi=10.1029%2f2005GL024771&partnerID=40&md5=02a621e932806fdd58dac4d686b8a239,Article,Open Access,Scopus,2-s2.0-33644626381
"Levy, O., Rosenfeld, M., Yam, R., Shemesh, A.",10042890400;15745703300;7004121213;7003961275;,Heterogeneity of coral skeletons isotopic compositions during the 1998 bleaching event,2006,Limnology and Oceanography,51,2,,1142,1148,,4,,10.4319/lo.2006.51.2.1142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645079634&doi=10.4319%2flo.2006.51.2.1142&partnerID=40&md5=e33e09d4bbdede849789cfdab44e68bc,Article,Open Access,Scopus,2-s2.0-33645079634
"Capra, A., Porto, P., Scicolone, B.",7005799732;7003774123;6505778007;,Regional analysis of climate and bioclimate change in South Italy,2006,WIT Transactions on Ecology and the Environment,89,,,175,184,,4,,10.2495/GEO060181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249021998&doi=10.2495%2fGEO060181&partnerID=40&md5=ca2a06d423fc309ff16d8e8e253739b5,Article,Open Access,Scopus,2-s2.0-36249021998
"Varekamp, J.C.",7004065389;,The historic fur trade and climate change,2006,Eos,87,52,,593+596,597,,3,,10.1029/2006EO520002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846508535&doi=10.1029%2f2006EO520002&partnerID=40&md5=0e2cb26d6b9a04d4d72536e3c7d36f8d,Article,Open Access,Scopus,2-s2.0-33846508535
"Lu, Y., Wright, D.G., Clarke, R.A.",8957403200;55471266900;15135206600;,Modelling deep seasonal temperature changes in the Labrador Sea,2006,Geophysical Research Letters,33,23, L23601,,,,3,,10.1029/2006GL027692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548697525&doi=10.1029%2f2006GL027692&partnerID=40&md5=3201c99efe7f7fe22d6d1179876f8d31,Article,Open Access,Scopus,2-s2.0-34548697525
"Keim, B.D., Robbins, K.D.",6603840115;7201662446;,Occurrence dates of North Atlantic tropical storms and hurricanes: 2005 in perspective,2006,Geophysical Research Letters,33,21, L21706,,,,3,,10.1029/2006GL027671,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248515275&doi=10.1029%2f2006GL027671&partnerID=40&md5=11dd4e2cf42e6ef47dcf26c4b3d35cff,Article,Open Access,Scopus,2-s2.0-34248515275
"Harris, W., Beever, R.E., Parkes, S., Smallfield, B., Anderson, R., Scheele, S.",7402163667;7003928309;7005187834;6603124807;55574191336;6602241304;,Genotypic variation of the flowering phenology of Cordyline australis (Laxmanniaceae) grown at three locations in New Zealand,2006,New Zealand Journal of Botany,44,1,,23,39,,3,,10.1080/0028825X.2006.9513003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646848233&doi=10.1080%2f0028825X.2006.9513003&partnerID=40&md5=7a63e0f356ea3af466a54013fc612944,Article,Open Access,Scopus,2-s2.0-33646848233
